OrderID,WarehouseID,ShipDate,DeliveryDate,DeliveryDays,OnTimeFlag,ReturnFlag,ReturnReason
ORD-02637,WH-South,2024-03-11,,10.0,0.0,0.0,
ORD-02638,WH-North,2024-11-20,2024-11-26,9.0,0.0,0.0,
ORD-02639,WH-North,2024-02-16,2024-02-20,5.0,1.0,0.0,
ORD-02640,WH-West,2024-05-26,2024-05-28,4.0,1.0,0.0,
ORD-02641,WH-North,2024-11-04,2024-11-10,9.0,0.0,0.0,
ORD-02642,WH-East,2024-03-13,2024-03-19,7.0,0.0,0.0,
ORD-02643,WH-North,2024-02-08,2024-02-09,4.0,1.0,1.0,Defective
ORD-02644,WH-East,2024-07-25,2024-07-28,4.0,1.0,0.0,
ORD-02645,WH-East,2024-04-07,2024-04-10,4.0,1.0,0.0,
ORD-02646,WH-South,2024-08-26,2024-08-31,6.0,0.0,0.0,
ORD-02647,WH-West,2024-11-02,2024-11-06,5.0,1.0,0.0,
ORD-02648,WH-East,2024-02-26,2024-03-03,7.0,0.0,0.0,
ORD-02649,WH-South,2024-08-03,2024-08-07,6.0,0.0,0.0,
ORD-02650,WH-North,2024-07-13,2024-07-16,6.0,0.0,0.0,
ORD-02651,WH-East,2024-02-13,2024-02-19,9.0,0.0,1.0,Not as Expected
ORD-02652,WH-North,2024-09-06,2024-09-13,10.0,0.0,0.0,
ORD-02653,WH-East,2024-04-18,2024-04-23,6.0,0.0,0.0,
ORD-02654,WH-East,2024-07-21,2024-07-26,7.0,0.0,0.0,
ORD-02655,WH-North,2024-03-02,2024-03-09,10.0,0.0,0.0,
ORD-02656,WH-West,2024-07-14,2024-07-21,10.0,0.0,0.0,
ORD-02657,WH-East,2024-06-01,2024-06-08,10.0,0.0,0.0,
ORD-02658,WH-West,2024-11-19,2024-11-24,6.0,0.0,1.0,Wrong Size
ORD-02659,WH-North,2024-01-03,2024-01-05,3.0,1.0,0.0,
ORD-02660,WH-North,2024-06-10,2024-06-12,3.0,1.0,0.0,
ORD-02661,WH-North,2024-07-27,2024-08-01,8.0,0.0,0.0,
ORD-02662,WH-West,2024-10-18,2024-10-22,5.0,1.0,0.0,
ORD-02663,WH-North,2024-08-29,2024-09-01,4.0,1.0,0.0,
ORD-02664,WH-North,2024-09-15,2024-09-20,6.0,0.0,0.0,
ORD-02665,WH-South,2024-10-05,2024-10-08,4.0,1.0,0.0,
ORD-02666,WH-North,2024-12-01,2024-12-05,6.0,0.0,0.0,
ORD-02667,WH-South,2024-05-19,2024-05-23,6.0,0.0,0.0,
ORD-02668,WH-North,2024-08-20,2024-08-25,8.0,0.0,0.0,
ORD-02669,WH-East,2024-11-13,2024-11-17,5.0,1.0,0.0,
ORD-02670,WH-North,2024-12-30,2024-12-31,3.0,1.0,0.0,
ORD-02671,WH-West,2024-11-21,2024-11-24,4.0,1.0,1.0,Wrong Size
ORD-02672,WH-West,2024-05-20,2024-05-24,6.0,0.0,0.0,
ORD-02673,WH-North,2024-03-06,2024-03-10,7.0,0.0,0.0,
ORD-02674,WH-South,2024-07-12,2024-07-18,7.0,0.0,0.0,
ORD-02675,WH-East,2024-10-28,2024-11-02,8.0,0.0,0.0,
ORD-02676,WH-East,2024-07-19,2024-07-21,3.0,1.0,0.0,
ORD-02677,WH-East,2024-07-07,2024-07-12,8.0,0.0,1.0,Not as Expected
ORD-02678,WH-West,2024-11-20,2024-11-26,9.0,0.0,0.0,
ORD-02679,WH-South,2024-05-20,2024-05-26,8.0,0.0,0.0,
ORD-02680,WH-West,2024-11-08,2024-11-13,8.0,0.0,0.0,
ORD-02681,WH-West,2024-06-16,2024-06-23,9.0,0.0,0.0,
ORD-02682,WH-South,2024-05-12,2024-05-16,6.0,0.0,1.0,Not as Expected
ORD-02683,WH-North,2024-06-17,2024-06-22,7.0,0.0,0.0,
ORD-02684,WH-North,2024-10-02,2024-10-09,8.0,0.0,0.0,
ORD-02685,WH-West,2024-02-17,2024-02-22,6.0,0.0,0.0,
ORD-02686,WH-West,2024-03-13,2024-03-20,9.0,0.0,0.0,
ORD-02687,WH-East,2024-12-25,2024-12-29,6.0,0.0,0.0,
ORD-02688,WH-West,2024-03-22,2024-03-29,9.0,0.0,0.0,
ORD-02689,WH-West,2024-08-07,2024-08-08,2.0,1.0,0.0,
ORD-02690,WH-East,2024-08-26,2024-08-28,4.0,1.0,0.0,
ORD-02691,WH-North,2024-08-01,2024-08-07,,0.0,0.0,
ORD-02692,WH-South,2024-09-25,2024-09-29,,0.0,0.0,
ORD-02693,WH-North,2024-04-18,2024-04-20,4.0,1.0,0.0,
ORD-02694,WH-South,2024-08-31,2024-09-03,4.0,1.0,1.0,Defective
ORD-02695,WH-North,2024-05-05,2024-05-08,6.0,0.0,0.0,
ORD-02696,WH-South,2024-09-04,2024-09-08,7.0,0.0,0.0,
ORD-02697,WH-South,2024-02-26,2024-03-02,7.0,0.0,0.0,
ORD-02698,WH-South,2024-08-27,2024-08-30,6.0,0.0,0.0,
ORD-02699,WH-South,2024-03-11,2024-03-18,9.0,0.0,1.0,Wrong Size
ORD-02700,WH-East,2024-04-25,2024-04-29,7.0,0.0,0.0,
ORD-02701,WH-South,2024-03-15,2024-03-18,6.0,0.0,0.0,
ORD-02702,WH-North,2024-03-19,2024-03-22,5.0,1.0,0.0,
ORD-02703,WH-East,2024-12-01,2024-12-08,8.0,0.0,0.0,
ORD-02704,WH-South,2024-04-28,2024-04-30,,1.0,0.0,
ORD-02705,WH-East,2024-12-30,2024-12-31,3.0,1.0,0.0,
ORD-02706,WH-East,2024-12-31,2025-01-05,7.0,0.0,0.0,
ORD-02707,WH-North,2024-08-16,2024-08-18,3.0,1.0,0.0,
ORD-02708,WH-East,2024-02-22,2024-02-26,7.0,0.0,0.0,
ORD-02709,WH-North,2024-05-29,2024-06-01,5.0,1.0,0.0,
ORD-02710,WH-North,2024-11-23,2024-11-28,6.0,0.0,0.0,
ORD-02711,WH-East,2024-05-13,2024-05-14,4.0,1.0,0.0,
ORD-02712,WH-South,2024-03-01,2024-03-03,3.0,1.0,0.0,
ORD-02713,WH-West,2024-08-28,2024-08-31,5.0,1.0,0.0,
ORD-02714,WH-West,2024-11-30,2024-12-01,4.0,1.0,0.0,
ORD-02715,WH-North,2024-11-14,2024-11-19,7.0,0.0,0.0,
ORD-02716,WH-East,2024-03-17,2024-03-22,8.0,0.0,0.0,
ORD-02717,WH-North,2024-09-12,2024-09-17,8.0,0.0,0.0,
ORD-02718,WH-South,2024-03-29,2024-03-31,4.0,1.0,0.0,
ORD-02719,,2024-03-15,2024-03-20,7.0,0.0,0.0,
ORD-02720,WH-South,2024-11-04,2024-11-11,8.0,0.0,0.0,
ORD-02721,WH-West,2024-04-23,2024-04-29,8.0,0.0,0.0,
ORD-02722,WH-South,2024-05-02,2024-05-08,9.0,0.0,0.0,
ORD-02723,WH-South,2024-01-17,2024-01-23,9.0,0.0,0.0,
ORD-02724,WH-North,2024-11-22,2024-11-24,3.0,1.0,0.0,
ORD-02725,WH-South,2024-11-13,2024-11-18,8.0,0.0,0.0,
ORD-02726,WH-North,2024-09-19,2024-09-25,9.0,0.0,0.0,
ORD-02727,WH-South,2024-10-08,2024-10-12,5.0,1.0,0.0,
ORD-02728,WH-North,2024-03-07,2024-03-10,6.0,0.0,0.0,
ORD-02729,WH-East,2024-07-30,2024-08-05,9.0,0.0,0.0,
ORD-02730,WH-South,2024-05-21,2024-05-26,6.0,0.0,0.0,
ORD-02731,,2024-02-24,2024-02-27,4.0,1.0,0.0,
ORD-02732,WH-West,2024-07-27,2024-07-28,3.0,1.0,0.0,
ORD-02733,WH-East,2025-01-02,2025-01-08,8.0,0.0,0.0,
ORD-02734,WH-North,2024-01-13,2024-01-15,4.0,1.0,0.0,
ORD-02735,WH-West,2024-04-18,2024-04-19,3.0,1.0,0.0,
ORD-02736,WH-East,2024-03-21,2024-03-27,7.0,0.0,1.0,Wrong Size
ORD-02737,WH-East,2024-04-07,2024-04-12,8.0,0.0,0.0,
ORD-02738,WH-West,2024-12-24,2024-12-29,7.0,,0.0,
ORD-02739,WH-West,2024-07-25,2024-08-01,10.0,,0.0,
ORD-02740,WH-East,2024-07-26,2024-07-31,8.0,0.0,0.0,
ORD-02741,WH-North,2024-11-01,2024-11-02,2.0,1.0,0.0,
ORD-02742,WH-West,2024-03-18,2024-03-21,4.0,1.0,1.0,Damaged
ORD-02743,WH-West,2024-07-16,2024-07-21,8.0,0.0,0.0,
ORD-02744,WH-South,2024-06-13,2024-06-15,4.0,1.0,0.0,
ORD-02745,WH-East,2024-08-31,2024-09-03,4.0,1.0,0.0,
ORD-02746,WH-South,2024-12-06,2024-12-10,7.0,0.0,0.0,
ORD-02747,WH-West,2024-10-12,2024-10-16,7.0,0.0,0.0,
ORD-02748,WH-West,2024-06-07,2024-06-10,4.0,1.0,0.0,
ORD-02749,WH-South,2024-11-25,2024-11-29,7.0,0.0,0.0,
ORD-02750,WH-North,2024-03-24,2024-03-25,4.0,1.0,0.0,
ORD-02751,WH-North,2024-01-12,2024-01-17,6.0,0.0,0.0,
ORD-02752,WH-East,2024-03-18,2024-03-25,9.0,0.0,1.0,Not as Expected
ORD-02753,WH-North,2024-05-22,2024-05-29,10.0,0.0,0.0,
ORD-02754,WH-East,2024-07-28,2024-07-29,2.0,1.0,0.0,
ORD-02755,WH-North,2024-09-08,2024-09-11,6.0,0.0,0.0,
ORD-02756,WH-South,2024-12-16,2024-12-21,7.0,0.0,0.0,
ORD-02757,WH-South,2024-07-18,2024-07-25,8.0,0.0,1.0,Changed Mind
ORD-02758,WH-South,2024-07-06,2024-07-07,4.0,1.0,0.0,
ORD-02759,WH-North,2024-01-05,2024-01-08,4.0,1.0,0.0,
ORD-02760,WH-West,2024-01-18,2024-01-23,7.0,0.0,1.0,Changed Mind
ORD-02761,WH-North,2024-08-19,2024-08-21,5.0,1.0,1.0,Damaged
ORD-02762,WH-West,2024-06-23,2024-06-29,8.0,0.0,1.0,Damaged
ORD-02763,WH-East,2024-11-27,2024-12-04,8.0,0.0,0.0,
ORD-02764,WH-North,2024-03-28,2024-03-31,6.0,0.0,0.0,
ORD-02765,WH-East,2024-01-05,2024-01-06,2.0,1.0,0.0,
ORD-02766,WH-East,,2024-06-26,7.0,0.0,0.0,
ORD-02767,WH-East,2024-04-28,2024-04-30,4.0,1.0,0.0,
ORD-02768,WH-North,2024-01-19,2024-01-25,8.0,0.0,0.0,
ORD-02769,WH-North,2024-10-16,2024-10-20,7.0,0.0,0.0,
ORD-02770,WH-South,2024-02-29,2024-03-02,5.0,1.0,0.0,
ORD-02771,WH-North,2024-09-25,2024-10-02,10.0,0.0,1.0,Damaged
ORD-02772,WH-East,2024-04-26,2024-04-28,5.0,1.0,,
ORD-02773,WH-North,2024-03-29,2024-04-05,10.0,0.0,0.0,
ORD-02774,WH-West,2024-06-26,2024-06-27,3.0,,0.0,
ORD-02775,WH-West,2024-11-29,2024-12-05,7.0,0.0,0.0,
ORD-02776,WH-West,2024-06-04,2024-06-06,5.0,1.0,0.0,
ORD-02777,WH-West,2024-10-15,2024-10-16,4.0,1.0,0.0,
ORD-02778,WH-South,2024-02-07,,4.0,1.0,0.0,
ORD-02779,WH-South,2024-10-12,2024-10-17,6.0,0.0,0.0,
ORD-02780,WH-South,2024-04-08,2024-04-15,10.0,0.0,1.0,Changed Mind
ORD-02781,WH-East,2024-09-05,2024-09-10,8.0,0.0,0.0,
ORD-02782,WH-South,2024-08-18,2024-08-22,5.0,,0.0,
ORD-02783,WH-East,2024-12-10,2024-12-17,9.0,0.0,0.0,
ORD-02784,WH-West,2024-06-08,2024-06-14,8.0,0.0,1.0,Wrong Size
ORD-02785,WH-South,2024-01-23,2024-01-30,9.0,0.0,0.0,
ORD-02786,WH-South,2024-01-31,2024-02-02,4.0,1.0,0.0,
ORD-02787,WH-West,2024-11-10,2024-11-16,7.0,0.0,0.0,
ORD-02788,WH-North,2024-07-14,2024-07-16,3.0,1.0,0.0,
ORD-02789,WH-East,2024-10-12,2024-10-17,6.0,0.0,0.0,
ORD-02790,WH-North,2024-05-02,2024-05-07,8.0,0.0,0.0,
ORD-02791,WH-North,2024-05-18,2024-05-21,5.0,1.0,0.0,
ORD-02792,WH-East,2024-01-18,2024-01-20,4.0,1.0,0.0,
ORD-02793,WH-East,2024-12-29,2025-01-02,6.0,0.0,0.0,
ORD-02794,WH-North,2024-09-03,,5.0,1.0,1.0,Wrong Size
ORD-02795,WH-West,2024-12-13,2024-12-20,10.0,0.0,0.0,
ORD-02796,WH-South,2024-04-14,2024-04-20,8.0,0.0,0.0,
ORD-02797,WH-South,2024-09-10,2024-09-11,3.0,1.0,0.0,
ORD-02798,WH-South,2024-09-12,2024-09-13,2.0,1.0,0.0,
ORD-02799,WH-North,2024-06-01,2024-06-03,4.0,1.0,0.0,
ORD-02800,WH-West,2024-11-11,2024-11-14,4.0,1.0,0.0,
ORD-02801,WH-East,2024-12-15,2024-12-22,9.0,0.0,0.0,
ORD-02802,WH-West,2024-11-27,2024-12-02,7.0,0.0,1.0,Changed Mind
ORD-02803,WH-South,2024-10-18,2024-10-24,7.0,0.0,0.0,
ORD-02804,WH-East,2024-04-08,2024-04-09,2.0,1.0,0.0,
ORD-02805,WH-West,2024-04-27,2024-04-29,5.0,1.0,0.0,
ORD-02806,WH-West,2024-12-05,2024-12-11,8.0,0.0,0.0,
ORD-02807,WH-East,2024-02-02,2024-02-07,8.0,0.0,0.0,
ORD-02808,WH-East,2024-10-21,2024-10-26,6.0,0.0,0.0,
ORD-02809,WH-North,2024-10-16,2024-10-21,8.0,0.0,0.0,
ORD-02810,WH-North,2024-09-20,2024-09-25,6.0,0.0,0.0,
ORD-02811,WH-North,2024-12-10,2024-12-12,5.0,1.0,0.0,
ORD-02812,WH-East,2024-05-11,2024-05-13,4.0,1.0,0.0,
ORD-02813,WH-East,2024-05-22,2024-05-28,9.0,0.0,0.0,
ORD-02814,WH-South,2024-02-16,2024-02-19,6.0,0.0,0.0,
ORD-02815,WH-North,2024-06-25,2024-06-26,4.0,1.0,0.0,
ORD-02816,WH-East,2024-04-10,2024-04-14,6.0,0.0,1.0,Damaged
ORD-02817,WH-East,2024-05-23,2024-05-26,4.0,1.0,0.0,
ORD-02818,WH-West,2024-11-19,2024-11-20,2.0,1.0,,
ORD-02819,WH-West,2024-12-31,2025-01-02,4.0,1.0,0.0,
ORD-02820,WH-West,2024-03-24,2024-03-31,8.0,0.0,0.0,
ORD-02821,WH-West,2024-05-04,2024-05-05,3.0,1.0,0.0,
ORD-02822,WH-North,2024-12-19,2024-12-26,8.0,0.0,0.0,
ORD-02823,WH-East,2024-01-20,2024-01-23,5.0,1.0,0.0,
ORD-02824,WH-West,2024-02-12,2024-02-15,4.0,1.0,0.0,
ORD-02825,WH-South,2024-04-03,2024-04-07,7.0,0.0,0.0,
ORD-02826,WH-West,2024-08-02,2024-08-03,2.0,1.0,0.0,
ORD-02827,WH-East,2024-02-16,2024-02-19,5.0,1.0,0.0,
ORD-02828,WH-West,2024-12-19,2024-12-24,8.0,0.0,0.0,
ORD-02829,WH-North,2024-06-13,2024-06-14,3.0,1.0,0.0,
ORD-02830,WH-North,2024-07-02,2024-07-08,7.0,0.0,0.0,
ORD-02831,WH-West,2024-05-02,2024-05-04,4.0,1.0,0.0,
ORD-02832,WH-North,2024-07-10,2024-07-15,8.0,0.0,0.0,
ORD-02833,WH-South,2024-10-01,2024-10-02,3.0,1.0,0.0,
ORD-02834,WH-East,2024-10-19,2024-10-25,9.0,0.0,0.0,
ORD-02835,WH-North,2024-10-31,2024-11-07,8.0,0.0,0.0,
ORD-02836,WH-North,2024-08-17,2024-08-22,8.0,0.0,0.0,
ORD-02837,WH-West,2024-12-18,2024-12-21,,0.0,0.0,
ORD-02838,WH-East,2024-11-17,2024-11-22,8.0,0.0,0.0,
ORD-02839,WH-North,2024-10-29,2024-10-31,3.0,,1.0,Wrong Size
ORD-02840,WH-North,2024-01-24,2024-01-26,5.0,1.0,0.0,
ORD-02841,WH-South,2024-01-13,2024-01-14,3.0,1.0,0.0,
ORD-02842,WH-South,2024-03-18,2024-03-25,9.0,0.0,0.0,
ORD-02843,WH-East,2024-09-21,2024-09-27,8.0,0.0,0.0,
ORD-02844,WH-North,2024-06-18,2024-06-22,5.0,1.0,0.0,
ORD-02845,WH-North,2024-06-30,2024-07-03,6.0,0.0,0.0,
ORD-02846,WH-South,2024-11-29,2024-12-04,8.0,0.0,0.0,
ORD-02847,WH-South,2024-12-09,2024-12-13,7.0,0.0,0.0,
ORD-02848,WH-East,2024-12-13,2024-12-15,4.0,1.0,0.0,
ORD-02849,WH-South,2024-05-20,2024-05-23,6.0,0.0,0.0,
ORD-02850,WH-South,2024-10-11,2024-10-15,6.0,0.0,1.0,Wrong Size
ORD-02851,WH-North,2024-04-20,2024-04-24,6.0,0.0,0.0,
ORD-02852,WH-West,2024-03-18,2024-03-24,7.0,0.0,0.0,
ORD-02853,WH-East,2024-04-01,2024-04-07,7.0,0.0,0.0,
ORD-02854,WH-South,2024-05-14,2024-05-18,6.0,0.0,0.0,
ORD-02855,WH-West,2024-06-26,2024-06-27,4.0,1.0,0.0,
ORD-02856,WH-South,2024-11-23,2024-11-24,2.0,1.0,0.0,
ORD-02857,WH-East,2024-02-24,2024-02-26,4.0,1.0,0.0,
ORD-02858,WH-West,2024-11-01,2024-11-06,7.0,0.0,0.0,
ORD-02859,WH-North,2024-08-06,2024-08-07,2.0,1.0,0.0,
ORD-02860,WH-North,2024-04-13,2024-04-17,6.0,0.0,1.0,Not as Expected
ORD-02861,WH-North,2024-07-07,2024-07-12,8.0,0.0,0.0,
ORD-02862,WH-East,2024-04-29,2024-05-06,9.0,0.0,0.0,
ORD-02863,WH-East,2024-08-07,2024-08-09,,1.0,0.0,
ORD-02864,WH-East,2024-06-06,2024-06-09,6.0,0.0,0.0,
ORD-02865,WH-South,2024-03-29,2024-03-31,5.0,1.0,0.0,
ORD-02866,WH-South,2024-02-26,2024-02-29,5.0,1.0,0.0,
ORD-02867,WH-West,,2024-08-27,4.0,1.0,0.0,
ORD-02868,WH-South,2024-12-26,2025-01-02,8.0,0.0,0.0,
ORD-02869,WH-North,2024-05-18,2024-05-24,7.0,0.0,0.0,
ORD-02870,WH-South,2024-10-10,2024-10-17,10.0,0.0,0.0,
ORD-02871,WH-South,2024-09-27,2024-10-01,5.0,1.0,0.0,
ORD-02872,WH-East,2024-12-07,2024-12-13,9.0,0.0,0.0,
ORD-02873,WH-South,2024-11-24,2024-11-25,2.0,1.0,0.0,
ORD-02874,WH-West,2024-08-15,2024-08-17,4.0,1.0,0.0,
ORD-02875,WH-North,2024-09-14,2024-09-15,3.0,1.0,0.0,
ORD-02876,WH-North,2024-12-03,2024-12-09,8.0,0.0,0.0,
ORD-02877,WH-North,2024-06-22,2024-06-26,5.0,1.0,0.0,
ORD-02878,WH-South,2024-05-22,2024-05-28,9.0,0.0,0.0,
ORD-02879,WH-North,2024-01-23,2024-01-25,4.0,1.0,0.0,
ORD-02880,,2024-11-21,2024-11-28,8.0,0.0,0.0,
ORD-02881,WH-North,2024-11-21,2024-11-28,10.0,0.0,0.0,
ORD-02882,WH-West,2024-02-14,2024-02-15,4.0,1.0,0.0,
ORD-02883,WH-East,2024-08-23,2024-08-24,4.0,1.0,0.0,
ORD-02884,WH-East,2024-07-04,2024-07-10,,0.0,0.0,
ORD-02885,WH-West,2024-03-01,2024-03-04,4.0,1.0,0.0,
ORD-02886,WH-East,2024-12-20,2024-12-21,4.0,1.0,0.0,
ORD-02887,WH-North,2024-03-13,2024-03-15,3.0,1.0,0.0,
ORD-02888,WH-North,2024-01-12,2024-01-14,4.0,1.0,0.0,
ORD-02889,WH-West,2024-08-11,2024-08-17,9.0,0.0,0.0,
ORD-02890,WH-South,2024-10-18,2024-10-19,4.0,1.0,0.0,
ORD-02891,WH-South,2024-01-06,2024-01-10,5.0,1.0,0.0,
ORD-02892,WH-North,2024-09-05,2024-09-09,5.0,1.0,0.0,
ORD-02893,WH-North,2024-08-29,2024-09-01,6.0,0.0,0.0,
ORD-02894,WH-South,2024-03-02,2024-03-03,4.0,1.0,0.0,
ORD-02895,WH-South,2024-03-23,2024-03-28,7.0,0.0,0.0,
ORD-02896,WH-West,2024-08-21,2024-08-28,8.0,0.0,0.0,
ORD-02897,WH-West,2024-04-21,2024-04-28,9.0,0.0,0.0,
ORD-02898,WH-North,2024-12-24,2024-12-28,7.0,0.0,1.0,Damaged
ORD-02899,WH-West,2024-11-05,2024-11-06,2.0,1.0,0.0,
ORD-02900,WH-West,2024-12-16,2024-12-17,2.0,1.0,0.0,
ORD-02901,WH-North,2024-04-20,2024-04-23,6.0,0.0,0.0,
ORD-02902,WH-East,2024-12-13,2024-12-16,4.0,1.0,0.0,
ORD-02903,WH-South,2024-06-06,2024-06-08,5.0,1.0,0.0,
ORD-02904,WH-West,2024-05-11,2024-05-17,7.0,0.0,0.0,
ORD-02905,WH-North,2024-01-17,2024-01-20,5.0,1.0,0.0,
ORD-02906,WH-West,2024-01-12,2024-01-17,,0.0,0.0,
ORD-02907,WH-East,2024-10-27,2024-10-31,7.0,0.0,0.0,
ORD-02908,WH-East,2024-07-26,2024-07-29,6.0,0.0,0.0,
ORD-02909,WH-South,2024-03-20,2024-03-22,4.0,1.0,0.0,
ORD-02910,WH-North,2024-09-02,2024-09-09,8.0,0.0,0.0,
ORD-02911,WH-East,2024-04-06,2024-04-09,6.0,0.0,0.0,
ORD-02912,WH-South,2024-08-24,2024-08-26,5.0,1.0,0.0,
ORD-02913,WH-West,2024-05-28,2024-06-02,7.0,0.0,0.0,
ORD-02914,WH-West,2024-11-28,2024-11-30,3.0,1.0,0.0,
ORD-02915,WH-West,2024-11-14,2024-11-20,8.0,0.0,0.0,
ORD-02916,WH-South,2024-07-04,2024-07-05,4.0,1.0,0.0,
ORD-02917,WH-North,2024-05-04,2024-05-11,8.0,0.0,0.0,
ORD-02918,WH-North,2024-05-04,2024-05-07,4.0,1.0,0.0,
ORD-02919,WH-South,2024-11-08,2024-11-15,10.0,0.0,0.0,
ORD-02920,WH-North,2024-05-22,2024-05-27,8.0,0.0,0.0,
ORD-02921,WH-West,2024-03-30,2024-04-02,4.0,1.0,0.0,
ORD-02922,,2024-02-27,2024-03-03,7.0,0.0,0.0,
ORD-02923,WH-North,2024-07-02,2024-07-04,3.0,1.0,0.0,
ORD-02924,WH-West,2024-07-07,2024-07-13,9.0,0.0,0.0,
ORD-02925,WH-West,2024-12-01,2024-12-08,9.0,0.0,0.0,
ORD-02926,WH-West,2024-04-01,2024-04-03,5.0,1.0,0.0,
ORD-02927,WH-West,2024-06-27,2024-06-28,2.0,1.0,0.0,
ORD-02928,WH-East,2024-11-28,2024-11-30,4.0,1.0,0.0,
ORD-02929,WH-South,,2024-11-11,7.0,0.0,0.0,
ORD-02930,WH-North,2024-06-19,2024-06-25,8.0,0.0,0.0,
ORD-02931,WH-East,2024-07-16,2024-07-17,3.0,1.0,0.0,
ORD-02932,WH-North,2024-05-20,2024-05-26,8.0,0.0,0.0,
ORD-02933,WH-North,2024-12-30,2025-01-02,6.0,0.0,0.0,
ORD-02934,WH-East,2024-02-02,2024-02-03,2.0,1.0,0.0,
ORD-02935,WH-South,2024-12-24,2024-12-27,5.0,1.0,1.0,Not as Expected
ORD-02936,WH-West,2024-10-19,2024-10-24,8.0,0.0,0.0,
ORD-02937,WH-East,2024-08-05,2024-08-11,8.0,0.0,0.0,
ORD-02938,WH-East,2024-01-26,2024-01-27,4.0,1.0,0.0,
ORD-02939,WH-South,2024-07-22,2024-07-24,3.0,1.0,0.0,
ORD-02940,,2024-06-12,2024-06-14,5.0,1.0,0.0,
ORD-02941,WH-West,2024-03-24,2024-03-27,4.0,,0.0,
ORD-02942,WH-West,2024-09-05,2024-09-09,5.0,1.0,0.0,
ORD-02943,WH-South,2024-12-23,2024-12-26,,1.0,0.0,
ORD-02944,WH-East,2024-08-07,2024-08-08,3.0,1.0,1.0,Defective
ORD-02945,WH-North,2024-10-13,2024-10-19,8.0,0.0,0.0,
ORD-02946,WH-East,2024-02-01,2024-02-06,6.0,0.0,0.0,
ORD-02947,WH-West,2024-06-22,2024-06-26,5.0,1.0,0.0,
ORD-02948,WH-South,2024-02-27,2024-02-29,3.0,1.0,0.0,
ORD-02949,WH-South,2024-09-12,2024-09-19,10.0,0.0,0.0,
ORD-02950,WH-East,2024-12-27,2025-01-01,6.0,0.0,0.0,
ORD-02951,WH-West,2024-09-06,2024-09-13,10.0,0.0,0.0,
ORD-02952,WH-West,2024-02-07,2024-02-08,2.0,1.0,1.0,Wrong Size
ORD-02953,WH-South,2024-05-26,2024-06-02,9.0,0.0,0.0,
ORD-02954,WH-North,2024-08-12,2024-08-17,6.0,0.0,0.0,
ORD-02955,WH-West,2024-06-11,2024-06-17,8.0,0.0,0.0,
ORD-02956,WH-West,2024-12-02,2024-12-08,9.0,0.0,0.0,
ORD-02957,WH-South,2024-11-17,2024-11-18,3.0,1.0,0.0,
ORD-02958,,2024-09-26,2024-10-01,8.0,0.0,0.0,
ORD-02959,WH-West,2024-05-29,2024-06-05,8.0,0.0,0.0,
ORD-02960,WH-West,2024-04-05,2024-04-07,4.0,1.0,0.0,
ORD-02961,WH-East,2024-02-03,2024-02-08,7.0,0.0,0.0,
ORD-02962,WH-South,2024-05-22,2024-05-26,6.0,0.0,0.0,
ORD-02963,WH-East,2024-06-30,2024-07-06,7.0,0.0,0.0,
ORD-02964,WH-East,2024-09-24,2024-09-25,3.0,1.0,0.0,
ORD-02965,WH-East,2024-09-21,2024-09-28,9.0,0.0,0.0,
ORD-02966,WH-North,2024-01-16,2024-01-17,3.0,1.0,0.0,
ORD-02967,WH-North,2024-06-20,2024-06-21,4.0,1.0,0.0,
ORD-02968,WH-East,2024-03-23,2024-03-28,6.0,0.0,1.0,Defective
ORD-02969,WH-North,2024-03-16,2024-03-23,9.0,,0.0,
ORD-02970,WH-North,2024-11-19,2024-11-25,8.0,0.0,0.0,
ORD-02971,WH-East,2024-01-28,2024-01-30,5.0,1.0,0.0,
ORD-02972,WH-East,2024-06-30,2024-07-02,5.0,1.0,0.0,
ORD-02973,WH-South,2024-03-15,2024-03-16,2.0,1.0,0.0,
ORD-02974,WH-North,,2024-11-14,2.0,1.0,,
ORD-02975,WH-East,2024-08-19,2024-08-23,7.0,0.0,0.0,
ORD-02976,WH-South,2024-04-02,2024-04-03,2.0,1.0,1.0,Not as Expected
ORD-02977,WH-East,2024-07-14,2024-07-19,6.0,0.0,0.0,
ORD-02978,WH-East,2024-10-08,2024-10-13,7.0,0.0,0.0,
ORD-02979,WH-East,2024-12-18,2024-12-24,7.0,0.0,1.0,
ORD-02980,WH-East,2024-03-14,2024-03-19,7.0,0.0,0.0,
ORD-02981,WH-South,2024-11-25,2024-11-27,4.0,1.0,0.0,
ORD-02982,WH-East,2024-12-22,2024-12-24,5.0,1.0,0.0,
ORD-02983,WH-West,2024-12-08,2024-12-11,5.0,1.0,0.0,
ORD-02984,WH-North,2024-09-08,2024-09-15,8.0,0.0,0.0,
ORD-02985,WH-North,2024-09-04,2024-09-10,9.0,0.0,0.0,
ORD-02986,WH-West,2024-06-02,2024-06-04,3.0,1.0,0.0,
ORD-02987,WH-South,2024-11-01,2024-11-04,6.0,0.0,0.0,
ORD-02988,WH-East,2024-08-07,2024-08-12,7.0,0.0,0.0,
ORD-02989,WH-East,2024-09-08,2024-09-12,6.0,0.0,0.0,
ORD-02990,WH-East,2024-06-17,2024-06-20,4.0,1.0,0.0,
ORD-02991,WH-South,2024-11-03,2024-11-07,,0.0,0.0,
ORD-02992,WH-South,2024-11-26,2024-11-30,5.0,1.0,0.0,
