OrderID,CustomerID,OrderDate,Channel,Status
ORD-02433,CUST-0167,2024-12-29,Marketplace,Delivered
ORD-02434,CUST-0288,2024-10-27,InStore,Delivered
ORD-02435,CUST-0154,2024-08-29,Online,
ORD-02436,CUST-0343,2024-09-04,Marketplace,Delivered
ORD-02437,CUST-0206,2024-11-10,Online,Delivered
ORD-02438,CUST-0413,2024-08-25,Online,Delivered
ORD-02439,CUST-0153,2024-09-03,InStore,Delivered
ORD-02440,CUST-0184,2024-03-15,Online,Delivered
ORD-02441,CUST-0159,2024-07-02,Online,Delivered
ORD-02442,CUST-0194,2024-10-25,Marketplace,Delivered
ORD-02443,CUST-0002,2024-04-25,Marketplace,Delivered
ORD-02444,CUST-0215,2024-03-17,Online,Delivered
ORD-02445,CUST-0175,2024-05-06,Online,Returned
ORD-02446,CUST-0075,2024-04-26,InStore,Delivered
ORD-02447,CUST-0285,2024-03-08,Online,Pending
ORD-02448,CUST-0127,2024-06-03,Marketplace,Delivered
ORD-02449,CUST-0490,2024-12-27,Marketplace,Delivered
ORD-02450,CUST-0483,2024-07-25,Online,Returned
ORD-02451,CUST-0049,2024-03-18,InStore,Delivered
ORD-02452,CUST-0457,2024-02-22,Marketplace,Returned
ORD-02453,CUST-0032,2024-10-01,Online,Delivered
ORD-02454,CUST-0158,2024-06-29,Marketplace,Delivered
ORD-02455,CUST-0015,2024-11-16,Marketplace,Delivered
ORD-02456,CUST-0318,2024-09-07,Marketplace,Returned
ORD-02457,CUST-0334,2024-11-03,InStore,Returned
ORD-02458,CUST-0243,2024-04-23,Online,Delivered
ORD-02459,CUST-0017,2024-10-04,Online,Delivered
ORD-02460,CUST-0022,2024-04-09,Online,Delivered
ORD-02461,CUST-0244,2024-12-05,Online,Pending
ORD-02462,CUST-0414,2024-09-19,Online,Delivered
ORD-02463,CUST-0081,2024-05-15,InStore,Delivered
ORD-02464,CUST-0144,2024-04-08,Marketplace,Delivered
ORD-02465,CUST-0436,2024-03-06,Marketplace,Delivered
ORD-02466,CUST-0008,2024-10-18,Marketplace,
ORD-02467,CUST-0448,2024-03-19,Marketplace,Pending
ORD-02468,CUST-0167,2024-08-24,Online,Delivered
ORD-02469,CUST-0287,2024-04-15,InStore,Pending
ORD-02470,CUST-0268,2024-09-26,Online,Delivered
ORD-02471,CUST-0289,2024-11-07,InStore,Delivered
ORD-02472,CUST-0186,2024-10-10,Marketplace,Delivered
ORD-02473,CUST-0012,2024-10-06,Online,Delivered
ORD-02474,CUST-0281,2024-03-14,Marketplace,Returned
ORD-02475,CUST-0422,2024-02-17,Marketplace,Delivered
ORD-02476,CUST-0304,2024-10-09,Online,Delivered
ORD-02477,CUST-0466,2024-05-19,Marketplace,Delivered
ORD-02478,CUST-0083,2024-06-30,Online,Delivered
ORD-02479,CUST-0055,2024-01-05,Online,Pending
ORD-02480,CUST-0131,2024-04-23,InStore,Delivered
ORD-02481,CUST-0125,2024-01-31,Marketplace,Delivered
ORD-02482,CUST-0483,2024-11-07,InStore,Delivered
ORD-02483,CUST-0325,2024-04-19,Marketplace,Delivered
ORD-02484,CUST-0419,2024-08-31,Online,Delivered
ORD-02485,CUST-0051,2024-01-20,Marketplace,Delivered
ORD-02486,CUST-0027,2024-09-26,Marketplace,Delivered
ORD-02487,CUST-0165,2024-05-07,InStore,Delivered
ORD-02488,CUST-0494,2024-12-24,Online,
ORD-02489,CUST-0469,2024-11-02,InStore,Delivered
ORD-02490,CUST-0400,2024-05-25,InStore,Delivered
ORD-02491,CUST-0476,2024-12-23,Marketplace,Pending
ORD-02492,CUST-0281,2024-12-16,InStore,Delivered
ORD-02493,CUST-0033,2024-11-13,Online,Pending
ORD-02494,CUST-0062,2024-11-08,InStore,Pending
ORD-02495,CUST-0145,2024-04-06,Marketplace,Delivered
ORD-02496,CUST-0171,2024-08-06,Online,Delivered
ORD-02497,CUST-0286,2024-01-09,InStore,Delivered
ORD-02498,CUST-0297,2024-02-04,Online,Delivered
ORD-02499,CUST-0117,2024-12-27,Online,Returned
ORD-02500,CUST-0004,2024-05-11,Marketplace,Delivered
ORD-02501,CUST-0066,2024-10-05,Online,Delivered
ORD-02502,CUST-0060,2024-11-25,Online,Delivered
ORD-02503,CUST-0393,2024-11-17,Marketplace,Delivered
ORD-02504,CUST-0287,2024-12-20,Online,Returned
ORD-02505,CUST-0345,2024-04-07,Online,Delivered
ORD-02506,CUST-0229,2024-01-27,Online,Delivered
ORD-02507,CUST-0100,2024-06-15,Online,Returned
ORD-02508,CUST-0119,2024-02-25,Marketplace,Delivered
ORD-02509,CUST-0069,2024-01-15,Marketplace,Delivered
ORD-02510,CUST-0152,2024-05-14,InStore,Delivered
ORD-02511,CUST-0280,2024-10-13,Marketplace,Delivered
ORD-02512,CUST-0221,2024-08-11,Online,Returned
ORD-02513,CUST-0498,2024-05-28,InStore,Delivered
ORD-02514,CUST-0429,2024-09-13,Marketplace,Delivered
ORD-02515,CUST-0223,2024-04-26,Marketplace,Delivered
ORD-02516,CUST-0165,2024-01-22,Marketplace,Returned
ORD-02517,CUST-0442,2024-10-28,InStore,Delivered
ORD-02518,CUST-0211,2024-09-24,Marketplace,Returned
ORD-02519,CUST-0279,2024-10-29,Online,Delivered
ORD-02520,CUST-0419,2024-01-09,Marketplace,
ORD-02521,CUST-0063,2024-11-10,Online,Pending
ORD-02522,CUST-0374,2024-09-04,Online,Delivered
ORD-02523,CUST-0370,2024-08-17,Online,Delivered
ORD-02524,CUST-0262,2024-09-14,Online,Delivered
ORD-02525,CUST-0006,2024-11-24,Online,Delivered
ORD-02526,CUST-0248,2024-08-18,Online,Delivered
ORD-02527,CUST-0229,2024-08-11,Marketplace,Delivered
ORD-02528,CUST-0286,2024-12-16,Marketplace,Delivered
ORD-02529,CUST-0257,2024-10-01,InStore,Returned
ORD-02530,CUST-0063,2024-06-29,Online,Delivered
ORD-02531,CUST-0392,2024-10-07,Marketplace,Delivered
ORD-02532,CUST-0028,2024-06-28,InStore,Pending
ORD-02533,CUST-0345,2024-04-10,Online,Delivered
ORD-02534,CUST-0417,2024-08-09,,Delivered
ORD-02535,CUST-0053,2024-12-27,Marketplace,Delivered
ORD-02536,CUST-0252,2024-12-31,Online,Delivered
ORD-02537,CUST-0038,2024-05-28,InStore,Delivered
ORD-02538,CUST-0308,2024-07-28,Marketplace,Delivered
ORD-02539,CUST-0334,2024-03-25,,Delivered
ORD-02540,CUST-0139,2024-12-03,Online,Delivered
ORD-02541,CUST-0386,2024-12-22,Online,Delivered
ORD-02542,CUST-0053,2024-09-23,Online,Delivered
ORD-02543,CUST-0094,2024-11-14,Marketplace,Delivered
ORD-02544,CUST-0094,2024-10-26,Marketplace,Delivered
ORD-02545,CUST-0452,2024-08-25,Online,Delivered
ORD-02546,CUST-0461,2024-01-15,InStore,Delivered
ORD-02547,CUST-0263,2024-07-02,Online,Pending
ORD-02548,CUST-0486,2024-09-24,Online,Returned
ORD-02549,CUST-0323,2024-09-14,Online,Returned
ORD-02550,CUST-0137,2024-05-16,Marketplace,
ORD-02551,CUST-0462,2024-12-07,Online,Delivered
ORD-02552,CUST-0372,2024-03-04,Online,Delivered
ORD-02553,CUST-0447,2024-07-18,Online,Delivered
ORD-02554,CUST-0256,2024-10-24,Marketplace,Delivered
ORD-02555,CUST-0395,2024-10-27,InStore,Delivered
ORD-02556,CUST-0037,2024-09-05,Online,Delivered
ORD-02557,CUST-0142,2024-04-06,Online,Delivered
ORD-02558,CUST-0147,2024-03-30,Marketplace,Pending
ORD-02559,CUST-0008,2024-09-27,Marketplace,Delivered
ORD-02560,CUST-0251,2024-08-07,Online,Returned
ORD-02561,CUST-0135,2024-03-31,InStore,Delivered
ORD-02562,CUST-0059,2024-10-15,Marketplace,Returned
ORD-02563,CUST-0123,2024-07-26,Online,Delivered
ORD-02564,CUST-0447,2024-09-01,Marketplace,Pending
ORD-02565,CUST-0263,2024-11-24,InStore,Delivered
ORD-02566,CUST-0120,2024-03-04,Marketplace,Delivered
ORD-02567,CUST-0439,2024-01-29,Online,Delivered
ORD-02568,CUST-0259,2024-10-25,Online,Delivered
ORD-02569,CUST-0323,2024-09-01,Online,Returned
ORD-02570,CUST-0018,2024-10-11,Online,Pending
ORD-02571,CUST-0301,2024-11-18,,Delivered
ORD-02572,CUST-0353,2024-11-14,Marketplace,Delivered
ORD-02573,CUST-0485,2024-12-22,Marketplace,Delivered
ORD-02574,CUST-0092,2024-08-11,InStore,Returned
ORD-02575,CUST-0164,2024-07-10,Online,
ORD-02576,CUST-0144,2024-06-27,InStore,Delivered
ORD-02577,CUST-0335,2024-03-30,Marketplace,Delivered
ORD-02578,CUST-0413,2024-08-17,Online,Delivered
ORD-02579,CUST-0315,2024-04-04,Marketplace,
ORD-02580,CUST-0402,2024-12-24,Online,Delivered
ORD-02581,CUST-0433,2024-08-15,Marketplace,Delivered
ORD-02582,CUST-0238,2024-08-26,Marketplace,Delivered
ORD-02583,CUST-0174,2024-05-16,Online,Delivered
ORD-02584,CUST-0083,2024-01-21,Marketplace,Delivered
ORD-02585,CUST-0157,2024-01-13,,Delivered
ORD-02586,CUST-0454,2024-06-09,Online,Delivered
ORD-02587,CUST-0109,2024-02-11,Online,Delivered
ORD-02588,CUST-0178,2024-09-11,Online,Pending
ORD-02589,CUST-0250,2024-11-06,Marketplace,Returned
ORD-02590,CUST-0495,2024-11-01,InStore,Returned
ORD-02591,CUST-0253,2024-09-22,InStore,Pending
ORD-02592,CUST-0055,2024-03-06,Marketplace,Delivered
ORD-02593,CUST-0155,2024-11-13,Marketplace,Delivered
ORD-02594,CUST-0391,2024-11-22,Online,Delivered
ORD-02595,CUST-0091,2024-03-24,Marketplace,Returned
ORD-02596,CUST-0339,2024-10-31,Online,Delivered
ORD-02597,CUST-0126,2024-04-22,Online,Delivered
ORD-02598,CUST-0337,2024-11-05,Marketplace,Delivered
ORD-02599,CUST-0169,2024-12-15,Online,Delivered
ORD-02600,CUST-0139,2024-01-27,Marketplace,Delivered
ORD-02601,CUST-0005,2024-12-18,Marketplace,Returned
ORD-02602,CUST-0066,2024-09-20,Online,Delivered
ORD-02603,CUST-0111,2024-12-14,Online,Returned
ORD-02604,CUST-0184,2024-07-15,InStore,Delivered
ORD-02605,CUST-0268,2024-11-26,Marketplace,Delivered
ORD-02606,CUST-0170,2024-01-05,Online,Pending
ORD-02607,CUST-0362,2024-05-26,Online,Returned
ORD-02608,CUST-0244,2024-01-04,Marketplace,Delivered
ORD-02609,CUST-0331,2024-12-02,Marketplace,Delivered
ORD-02610,CUST-0138,2024-11-07,Online,Delivered
ORD-02611,CUST-0028,2024-11-10,Online,Delivered
ORD-02612,CUST-0007,2024-12-16,InStore,Delivered
ORD-02613,CUST-0398,2024-02-10,Marketplace,Pending
ORD-02614,CUST-0333,2024-06-18,InStore,Delivered
ORD-02615,CUST-0453,2024-01-17,Marketplace,Delivered
ORD-02616,CUST-0317,2024-03-30,InStore,Delivered
ORD-02617,CUST-0051,2024-04-21,Online,Returned
ORD-02618,CUST-0426,2024-07-28,Marketplace,Pending
ORD-02619,CUST-0136,2024-04-13,Online,Delivered
ORD-02620,CUST-0178,2024-02-01,Marketplace,Delivered
ORD-02621,CUST-0129,2024-03-01,Online,Delivered
ORD-02622,CUST-0197,2024-02-15,Online,Delivered
ORD-02623,CUST-0267,2024-12-01,InStore,Delivered
ORD-02624,CUST-0500,2024-10-06,InStore,Returned
ORD-02625,CUST-0107,2024-12-25,Online,Pending
ORD-02626,CUST-0048,2024-06-26,Marketplace,Delivered
ORD-02627,CUST-0138,2024-04-13,Online,Delivered
ORD-02628,CUST-0399,2024-11-27,Online,Delivered
ORD-02629,CUST-0103,2024-05-28,Marketplace,Delivered
ORD-02630,CUST-0047,2024-04-01,Online,Delivered
ORD-02631,CUST-0477,2024-04-05,InStore,Delivered
ORD-02632,CUST-0153,2024-02-09,Online,Delivered
ORD-02633,CUST-0368,2024-04-30,Marketplace,Delivered
ORD-02634,CUST-0006,2024-05-25,Marketplace,Delivered
ORD-02635,CUST-0011,2024-09-17,Online,Delivered
ORD-02636,CUST-0017,2024-01-16,Online,
ORD-02637,CUST-0143,2024-03-08,Marketplace,Delivered
ORD-02638,CUST-0272,2024-11-17,Marketplace,Delivered
ORD-02639,CUST-0312,2024-02-15,Online,Delivered
ORD-02640,CUST-0066,2024-05-24,Marketplace,Returned
ORD-02641,CUST-0420,2024-11-01,Online,Delivered
ORD-02642,CUST-0339,2024-03-12,Online,Pending
ORD-02643,CUST-0422,2024-02-05,Online,Delivered
ORD-02644,CUST-0498,2024-07-24,Online,Delivered
ORD-02645,CUST-0469,2024-04-06,Marketplace,Delivered
ORD-02646,CUST-0331,2024-08-25,Marketplace,Delivered
ORD-02647,CUST-0256,2024-11-01,InStore,Returned
ORD-02648,CUST-0489,2024-02-25,Marketplace,Pending
ORD-02649,CUST-0127,2024-08-01,InStore,Pending
ORD-02650,CUST-0131,2024-07-10,Marketplace,Delivered
ORD-02651,CUST-0482,2024-02-10,Marketplace,Delivered
ORD-02652,CUST-0018,2024-09-03,InStore,Delivered
ORD-02653,CUST-0207,2024-04-17,Marketplace,Delivered
ORD-02654,CUST-0089,2024-07-19,Online,Delivered
ORD-02655,CUST-0438,2024-02-28,Marketplace,Returned
ORD-02656,CUST-0498,2024-07-11,InStore,Returned
ORD-02657,CUST-0243,2024-05-29,Marketplace,Delivered
ORD-02658,CUST-0463,2024-11-18,Marketplace,Delivered
ORD-02659,CUST-0350,2024-01-02,Marketplace,Delivered
ORD-02660,CUST-0017,2024-06-09,InStore,Delivered
ORD-02661,CUST-0466,2024-07-24,Online,Delivered
ORD-02662,CUST-0223,2024-10-17,Marketplace,Returned
ORD-02663,CUST-0370,2024-08-28,Online,Delivered
ORD-02664,CUST-0363,2024-09-14,Marketplace,Delivered
ORD-02665,CUST-0210,2024-10-04,Marketplace,Delivered
ORD-02666,CUST-0099,2024-11-29,Online,Delivered
ORD-02667,CUST-0013,2024-05-17,Online,Pending
ORD-02668,CUST-0319,2024-08-17,Marketplace,Delivered
ORD-02669,CUST-0270,2024-11-12,Online,Pending
ORD-02670,CUST-0187,2024-12-28,Online,Delivered
ORD-02671,CUST-0420,2024-11-20,Marketplace,Delivered
ORD-02672,CUST-0274,2024-05-18,Online,Delivered
ORD-02673,CUST-0133,2024-03-03,Online,Delivered
ORD-02674,CUST-0014,2024-07-11,InStore,Delivered
ORD-02675,CUST-0281,2024-10-25,Online,Delivered
ORD-02676,CUST-0044,2024-07-18,Online,Delivered
ORD-02677,CUST-0377,2024-07-04,Marketplace,Delivered
ORD-02678,CUST-0295,2024-11-17,Marketplace,Pending
ORD-02679,CUST-0396,2024-05-18,InStore,Pending
ORD-02680,CUST-0104,2024-11-05,InStore,Delivered
ORD-02681,CUST-0445,2024-06-14,Marketplace,Pending
ORD-02682,CUST-0062,2024-05-10,Online,Delivered
ORD-02683,CUST-0053,2024-06-15,Online,Delivered
ORD-02684,CUST-0309,2024-10-01,Online,Delivered
ORD-02685,CUST-0412,2024-02-16,Online,Pending
ORD-02686,CUST-0419,2024-03-11,Marketplace,Delivered
ORD-02687,CUST-0118,2024-12-23,Marketplace,Delivered
ORD-02688,CUST-0321,2024-03-20,Online,Delivered
ORD-02689,CUST-0131,2024-08-06,Marketplace,Delivered
ORD-02690,CUST-0299,2024-08-24,Online,Delivered
ORD-02691,CUST-0306,2024-07-29,Online,Delivered
ORD-02692,CUST-0199,2024-09-22,Marketplace,Delivered
ORD-02693,CUST-0393,2024-04-16,Online,Pending
ORD-02694,CUST-0036,2024-08-30,Online,Returned
ORD-02695,CUST-0279,2024-05-02,Online,Returned
ORD-02696,CUST-0216,2024-09-01,Online,Delivered
ORD-02697,CUST-0074,2024-02-24,Marketplace,Delivered
ORD-02698,CUST-0306,2024-08-24,InStore,Delivered
ORD-02699,CUST-0055,2024-03-09,Online,Delivered
ORD-02700,CUST-0496,2024-04-22,Online,Pending
ORD-02701,CUST-0381,2024-03-12,Marketplace,Delivered
ORD-02702,CUST-0012,2024-03-17,InStore,Returned
ORD-02703,CUST-0083,2024-11-30,Online,Delivered
ORD-02704,CUST-0032,2024-04-25,Online,Returned
ORD-02705,CUST-0408,2024-12-28,Marketplace,Delivered
ORD-02706,CUST-0086,2024-12-29,Marketplace,Delivered
ORD-02707,CUST-0451,2024-08-15,Online,Delivered
ORD-02708,CUST-0232,2024-02-19,Marketplace,Delivered
ORD-02709,CUST-0411,2024-05-27,Online,Delivered
ORD-02710,CUST-0445,2024-11-22,Marketplace,Delivered
ORD-02711,CUST-0275,2024-05-10,Marketplace,Delivered
ORD-02712,CUST-0201,2024-02-29,InStore,Pending
ORD-02713,CUST-0051,2024-08-26,Online,Delivered
ORD-02714,CUST-0320,2024-11-27,Online,Delivered
ORD-02715,CUST-0256,2024-11-12,Online,Delivered
ORD-02716,CUST-0241,2024-03-14,InStore,Delivered
ORD-02717,CUST-0205,2024-09-09,Online,Delivered
ORD-02718,CUST-0386,2024-03-27,Online,Delivered
ORD-02719,CUST-0420,2024-03-13,,Delivered
ORD-02720,CUST-0477,2024-11-03,Marketplace,Delivered
ORD-02721,CUST-0384,2024-04-21,Online,Delivered
ORD-02722,CUST-0395,2024-04-29,Online,Delivered
ORD-02723,CUST-0482,2024-01-14,Online,Delivered
ORD-02724,CUST-0196,2024-11-21,InStore,Delivered
ORD-02725,CUST-0452,2024-11-10,Marketplace,Delivered
ORD-02726,CUST-0244,2024-09-16,Marketplace,Delivered
ORD-02727,CUST-0320,2024-10-07,InStore,Delivered
ORD-02728,CUST-0001,2024-03-04,InStore,Delivered
ORD-02729,CUST-0089,2024-07-27,Online,Delivered
ORD-02730,CUST-0282,2024-05-20,InStore,Pending
ORD-02731,CUST-0139,2024-02-23,,Delivered
ORD-02732,CUST-0087,2024-07-25,Online,Delivered
ORD-02733,CUST-0002,2024-12-31,InStore,Delivered
ORD-02734,CUST-0467,2024-01-11,Online,Delivered
ORD-02735,CUST-0349,2024-04-16,Online,Delivered
ORD-02736,CUST-0168,2024-03-20,Online,Delivered
ORD-02737,CUST-0119,2024-04-04,Marketplace,Pending
ORD-02738,CUST-0500,2024-12-22,Online,Delivered
ORD-02739,CUST-0388,2024-07-22,Marketplace,Delivered
ORD-02740,CUST-0080,2024-07-23,InStore,Delivered
ORD-02741,CUST-0111,2024-10-31,Marketplace,Pending
ORD-02742,CUST-0165,2024-03-17,Online,Delivered
ORD-02743,CUST-0382,2024-07-13,InStore,Delivered
ORD-02744,CUST-0445,2024-06-11,Online,Delivered
ORD-02745,CUST-0219,2024-08-30,Online,Delivered
ORD-02746,CUST-0005,2024-12-03,Online,Delivered
ORD-02747,CUST-0399,2024-10-09,Marketplace,Pending
ORD-02748,CUST-0215,2024-06-06,Online,Delivered
ORD-02749,CUST-0497,2024-11-22,Online,Delivered
ORD-02750,CUST-0195,2024-03-21,Online,Delivered
ORD-02751,CUST-0466,2024-01-11,Online,Delivered
ORD-02752,CUST-0491,2024-03-16,Marketplace,Delivered
ORD-02753,CUST-0282,2024-05-19,Marketplace,Delivered
ORD-02754,CUST-0006,2024-07-27,Marketplace,Delivered
ORD-02755,CUST-0379,2024-09-05,Online,Delivered
ORD-02756,CUST-0300,2024-12-14,Online,Delivered
ORD-02757,CUST-0058,2024-07-17,InStore,Returned
ORD-02758,CUST-0337,2024-07-03,Online,Delivered
ORD-02759,CUST-0302,2024-01-04,InStore,Delivered
ORD-02760,CUST-0102,2024-01-16,Online,Delivered
ORD-02761,CUST-0426,2024-08-16,InStore,Pending
ORD-02762,CUST-0048,2024-06-21,Online,Delivered
ORD-02763,CUST-0370,2024-11-26,Online,Delivered
ORD-02764,CUST-0411,2024-03-25,Marketplace,Delivered
ORD-02765,CUST-0276,2024-01-04,Marketplace,Delivered
ORD-02766,CUST-0454,2024-06-19,Online,
ORD-02767,CUST-0371,2024-04-26,Marketplace,Returned
ORD-02768,CUST-0163,2024-01-17,Marketplace,Returned
ORD-02769,CUST-0332,2024-10-13,Online,Delivered
ORD-02770,CUST-0432,2024-02-26,Online,Delivered
ORD-02771,CUST-0451,2024-09-22,Online,Delivered
ORD-02772,CUST-0496,2024-04-23,Online,Returned
ORD-02773,CUST-0196,2024-03-26,Marketplace,Delivered
ORD-02774,CUST-0377,2024-06-24,Online,Delivered
ORD-02775,CUST-0436,2024-11-28,Online,Delivered
ORD-02776,CUST-0365,2024-06-01,Online,Delivered
ORD-02777,CUST-0324,2024-10-12,Marketplace,Delivered
ORD-02778,CUST-0132,2024-02-04,Online,Delivered
ORD-02779,CUST-0423,2024-10-11,Online,Delivered
ORD-02780,CUST-0405,2024-04-05,Online,Delivered
ORD-02781,CUST-0492,2024-09-02,InStore,Delivered
ORD-02782,CUST-0066,2024-08-17,Online,Delivered
ORD-02783,CUST-0400,2024-12-08,Marketplace,Delivered
ORD-02784,CUST-0391,2024-06-06,Online,Delivered
ORD-02785,CUST-0083,2024-01-21,Online,Delivered
ORD-02786,CUST-0491,2024-01-29,Marketplace,Returned
ORD-02787,CUST-0481,2024-11-09,Online,Delivered
ORD-02788,CUST-0265,2024-07-13,InStore,Delivered
ORD-02789,CUST-0229,2024-10-11,InStore,Delivered
ORD-02790,CUST-0273,2024-04-29,Marketplace,Delivered
ORD-02791,CUST-0219,2024-05-16,Marketplace,Delivered
ORD-02792,CUST-0225,2024-01-16,Online,Delivered
ORD-02793,CUST-0113,2024-12-27,Online,Delivered
ORD-02794,CUST-0140,2024-09-02,InStore,Delivered
ORD-02795,CUST-0185,2024-12-10,Marketplace,Returned
ORD-02796,CUST-0173,2024-04-12,Marketplace,Returned
ORD-02797,CUST-0376,2024-09-08,Online,Pending
ORD-02798,CUST-0011,2024-09-11,Online,Delivered
ORD-02799,CUST-0397,2024-05-30,InStore,Returned
ORD-02800,CUST-0159,2024-11-10,Online,Delivered
ORD-02801,CUST-0205,2024-12-13,Online,Delivered
ORD-02802,CUST-0230,2024-11-25,Online,Delivered
ORD-02803,CUST-0026,2024-10-17,Marketplace,Delivered
ORD-02804,CUST-0319,2024-04-07,Online,Pending
ORD-02805,CUST-0159,2024-04-24,Marketplace,Delivered
ORD-02806,CUST-0278,2024-12-03,Online,Delivered
ORD-02807,CUST-0390,2024-01-30,InStore,Delivered
ORD-02808,CUST-0148,2024-10-20,Marketplace,Pending
ORD-02809,CUST-0469,2024-10-13,Online,Delivered
ORD-02810,CUST-0266,2024-09-19,Marketplace,Pending
ORD-02811,CUST-0083,2024-12-07,Online,Delivered
ORD-02812,CUST-0419,2024-05-09,Online,Delivered
ORD-02813,CUST-0026,2024-05-19,InStore,Delivered
ORD-02814,CUST-0071,2024-02-13,Online,Delivered
ORD-02815,CUST-0037,2024-06-22,Online,Delivered
ORD-02816,CUST-0392,2024-04-08,Online,Delivered
ORD-02817,CUST-0133,2024-05-22,Online,Delivered
ORD-02818,CUST-0428,2024-11-18,InStore,Delivered
ORD-02819,CUST-0484,2024-12-29,Online,Delivered
ORD-02820,CUST-0126,2024-03-23,InStore,Delivered
ORD-02821,CUST-0115,2024-05-02,InStore,Delivered
ORD-02822,CUST-0092,2024-12-18,Online,Delivered
ORD-02823,CUST-0242,2024-01-18,Online,Delivered
ORD-02824,CUST-0451,2024-02-11,InStore,Delivered
ORD-02825,CUST-0487,2024-03-31,Online,Delivered
ORD-02826,CUST-0200,2024-08-01,Online,Delivered
ORD-02827,CUST-0207,2024-02-14,Online,Delivered
ORD-02828,CUST-0117,2024-12-16,Marketplace,Pending
ORD-02829,CUST-0219,2024-06-11,Marketplace,Delivered
ORD-02830,CUST-0305,2024-07-01,Online,Pending
ORD-02831,CUST-0243,2024-04-30,Online,Delivered
ORD-02832,CUST-0292,2024-07-07,InStore,Delivered
ORD-02833,CUST-0464,2024-09-29,Marketplace,Delivered
ORD-02834,CUST-0282,2024-10-16,Marketplace,Returned
ORD-02835,CUST-0301,2024-10-30,Marketplace,Delivered
ORD-02836,CUST-0317,2024-08-14,Online,Delivered
ORD-02837,CUST-0172,2024-12-15,Marketplace,Returned
ORD-02838,CUST-0388,2024-11-14,Online,Delivered
ORD-02839,CUST-0076,2024-10-28,Online,Delivered
ORD-02840,CUST-0209,2024-01-21,Marketplace,Delivered
ORD-02841,CUST-0314,2024-01-11,Online,Delivered
ORD-02842,CUST-0105,2024-03-16,InStore,Delivered
ORD-02843,CUST-0492,2024-09-19,Online,Delivered
ORD-02844,CUST-0026,2024-06-17,InStore,Delivered
ORD-02845,CUST-0351,2024-06-27,InStore,Delivered
ORD-02846,CUST-0079,2024-11-26,Online,Delivered
ORD-02847,CUST-0500,2024-12-06,Marketplace,Delivered
ORD-02848,CUST-0482,2024-12-11,Online,Delivered
ORD-02849,CUST-0128,2024-05-17,InStore,Delivered
ORD-02850,CUST-0413,2024-10-09,Online,Delivered
ORD-02851,CUST-0137,2024-04-18,Marketplace,Delivered
ORD-02852,CUST-0334,2024-03-17,Online,Delivered
ORD-02853,CUST-0036,2024-03-31,Online,Delivered
ORD-02854,CUST-0388,2024-05-12,Online,Pending
ORD-02855,CUST-0059,2024-06-23,Online,Delivered
ORD-02856,CUST-0230,2024-11-22,Marketplace,Delivered
ORD-02857,CUST-0421,2024-02-22,Marketplace,Delivered
ORD-02858,CUST-0124,2024-10-30,Marketplace,Delivered
ORD-02859,CUST-0088,2024-08-05,Online,Returned
ORD-02860,CUST-0337,2024-04-11,Online,Delivered
ORD-02861,CUST-0141,2024-07-04,Online,Delivered
ORD-02862,CUST-0404,2024-04-27,Marketplace,Delivered
ORD-02863,CUST-0273,2024-08-04,InStore,Delivered
ORD-02864,CUST-0051,2024-06-03,Online,Delivered
ORD-02865,CUST-0475,2024-03-26,Online,Delivered
ORD-02866,CUST-0055,2024-02-24,Online,Delivered
ORD-02867,CUST-0417,2024-08-23,Marketplace,
ORD-02868,CUST-0405,2024-12-25,Marketplace,Delivered
ORD-02869,CUST-0337,2024-05-17,Marketplace,Delivered
ORD-02870,CUST-0150,2024-10-07,Online,Delivered
ORD-02871,CUST-0153,2024-09-26,Marketplace,Delivered
ORD-02872,CUST-0451,2024-12-04,Marketplace,Pending
ORD-02873,CUST-0219,2024-11-23,Online,Delivered
ORD-02874,CUST-0219,2024-08-13,Marketplace,Pending
ORD-02875,CUST-0366,2024-09-12,Online,Delivered
ORD-02876,CUST-0396,2024-12-01,Online,Delivered
ORD-02877,CUST-0399,2024-06-21,InStore,Delivered
ORD-02878,CUST-0486,2024-05-19,Online,Delivered
ORD-02879,CUST-0468,2024-01-21,Marketplace,Returned
ORD-02880,CUST-0342,2024-11-20,,Returned
ORD-02881,CUST-0258,2024-11-18,Online,Delivered
ORD-02882,CUST-0388,2024-02-11,Marketplace,Delivered
ORD-02883,CUST-0045,2024-08-20,Marketplace,Delivered
ORD-02884,CUST-0269,2024-07-03,Online,Returned
ORD-02885,CUST-0311,2024-02-29,Online,Delivered
ORD-02886,CUST-0160,2024-12-17,Online,Delivered
ORD-02887,CUST-0278,2024-03-12,Online,Delivered
ORD-02888,CUST-0345,2024-01-10,Online,Delivered
ORD-02889,CUST-0475,2024-08-08,Online,Delivered
ORD-02890,CUST-0055,2024-10-15,Online,Delivered
ORD-02891,CUST-0145,2024-01-05,InStore,Pending
ORD-02892,CUST-0454,2024-09-04,Online,Delivered
ORD-02893,CUST-0235,2024-08-26,Marketplace,Delivered
ORD-02894,CUST-0179,2024-02-28,Marketplace,Delivered
ORD-02895,CUST-0208,2024-03-21,Marketplace,Delivered
ORD-02896,CUST-0136,2024-08-20,Online,Delivered
ORD-02897,CUST-0445,2024-04-19,InStore,Delivered
ORD-02898,CUST-0353,2024-12-21,Marketplace,Delivered
ORD-02899,CUST-0394,2024-11-04,Marketplace,Delivered
ORD-02900,CUST-0482,2024-12-15,Online,Delivered
